Borough,condition,estrato,property_type,neighborhood,Area,bedrooms,bathrooms,garages,Price
Riomar,Usado,5,Apartamento,Villa Santos,205,3,4,2,950000000
Riomar,Usado,5,Apartamento,Altos de Riomar,116,3,2,1,445000000
Riomar,Usado,5,Apartamento,Villa Santos,81,2,2,1,370000000
Riomar,Inmobiliaria,5,Apartamento,Altos de Riomar,96,2,2,1,230000000
Riomar,Usado,5,Apartamento,San Vicente,121,3,3,1,330000000
Riomar,Usado,5,Apartamento,Altos de Riomar,99,2,1,1,250000000
Riomar,Usado,5,Apartamento,Villa Santos,120,3,2,1,330000000
Riomar,Usado,5,Apartamento,Villa Santos,120,3,2,2,490000000
Riomar,Usado,5,Apartamento,Altos de Riomar,211,3,4,1,615000000
Riomar,Usado,5,Apartamento,Villa Santos,154,4,3,1,600000000
Riomar,Usado,5,Apartamento,Villa Santos,133,3,4,1,520000000
Riomar,Usado,5,Apartamento,Altos de Riomar,354,4,4,2,1050000000
Riomar,Usado,5,Apartamento,Villa Santos,116,2,3,2,550000000
Riomar,Usado,5,Apartamento,Altos de Riomar,193,3,3,2,390000000
Riomar,Usado,5,Apartamento,Villa Santos,76,2,2,1,400000000
Riomar,Usado,5,Apartamento,Altos de Riomar,170,4,4,1,692784000
Riomar,Usado,5,Apartamento,Villa Santos,106,3,2,1,390000000
Riomar,Usado,5,Apartamento,San Vicente,66,2,2,1,190000000
Riomar,Usado,5,Apartamento,Villa Santos,87,2,3,1,390000000
Riomar,Usado,5,Apartamento,Altos de Riomar,95,3,2,1,280000000
Riomar,Usado,5,Apartamento,Villa Santos,64,1,1,1,245000000
Riomar,Usado,5,Apartamento,Villa Santos,96,3,2,1,320000000
Riomar,Usado,5,Apartamento,Villa Santos,106,3,3,1,300000000
Riomar,Usado,5,Apartamento,Villa Santos,128,3,4,2,520000000
Riomar,Usado,5,Apartamento,Altos de Riomar,149,3,4,2,560000000
Riomar,Usado,5,Apartamento,Villa Santos,138,3,2,1,510000000
Norte-Centro Histórico,Usado,5,Casa,Los Alpes,525,4,3,1,730000000
Riomar,Usado,5,Apartamento,Altos de Riomar,150,3,2,1,400000000
Riomar,Usado,5,Apartamento,Villa Santos,41,1,1,1,215000000
Riomar,Usado,5,Apartamento,Altos de Riomar,130,3,2,1,340000000
Riomar,Usado,5,Apartamento,Villa Santos,93,2,3,1,390000000
Riomar,Usado,5,Apartamento,Villa Santos,200,3,3,2,830000000
Riomar,Usado,5,Apartamento,Altos de Riomar,91,3,3,1,390000000
Riomar,Usado,5,Apartamento,Villa Santos,112,3,2,1,410000000
Riomar,Usado,5,Apartamento,Altos de Riomar,145,3,2,0,515000000
Riomar,Usado,5,Apartamento,Villa Santos,86,2,3,1,390000000
Riomar,Usado,5,Apartamento,Villa Santos,112,3,2,1,310000000
Riomar,Inmobiliaria,5,Apartamento,Villa Santos,121,3,2,1,470000000
Riomar,Usado,5,Apartamento,Villa Santos,117,3,2,1,460000000
Riomar,Usado,5,Apartamento,Villa Santos,133,3,3,2,570000000
Riomar,Usado,5,Apartamento,Villa Santos,160,4,5,2,674442000
Riomar,Usado,5,Apartamento,Villa Santos,88,2,3,1,360000000
Riomar,Usado,5,Apartamento,Villa Santos,112,3,2,1,452000000
Riomar,Usado,5,Apartamento,Altos de Riomar,115,3,3,1,485000000
Riomar,Usado,5,Apartamento,Villa Santos,97,3,2,1,330000000
Riomar,Usado,5,Apartamento,Altos de Riomar,109,3,2,1,297000000
Riomar,Usado,5,Apartamento,Altos de Riomar,112,3,2,1,430000000
Riomar,Usado,5,Apartamento,Villa Santos,40,1,1,1,160000000
Riomar,Usado,5,Apartamento,Villa Santos,58,1,2,1,240000000
Riomar,Usado,5,Apartamento,Santa Mónica,85,2,1,1,220000000
Riomar,Inmobiliaria,5,Casa,Villa Santos,150,4,3,1,570000000
Riomar,Inmobiliaria,5,Apartamento,Villa Santos,97,3,3,1,357500000
Riomar,Usado,5,Apartamento,Altos de Riomar,121,3,2,1,310000000
Riomar,Usado,5,Apartamento,Villa Santos,97,3,3,1,357500000
Riomar,Usado,5,Apartamento,Altos de Riomar,212,3,4,1,520000000
Riomar,Usado,5,Apartamento,Villa Santos,114,3,3,2,520000000
Riomar,Usado,5,Apartamento,Altos de Riomar,92,2,2,1,320000000
Riomar,Usado,5,Apartamento,Altos de Riomar,73,2,2,1,205000000
Riomar,Usado,5,Apartamento,Villa Santos,38,1,1,1,175000000
Riomar,Usado,5,Apartamento,Villa Santos,64,1,2,1,255000000
Riomar,Usado,5,Casa,Altos de Riomar,140,4,4,2,550000000
Riomar,Usado,5,Apartamento,Villa Santos,95,2,3,1,368000000
Riomar,Usado,5,Casa,Villa Santos,369,3,3,2,860000000
Riomar,Usado,5,Apartamento,Altos de Riomar,132,3,3,2,510000000
Riomar,Usado,5,Apartamento,San Vicente,68,2,2,1,240000000
Riomar,Usado,5,Apartamento,Villa Santos,97,4,3,1,357500000
Riomar,Usado,5,Apartamento,Altos de Riomar,179,3,3,1,490000000
Riomar,Usado,5,Apartamento,San Vicente,120,3,2,1,360000000
Riomar,Usado,5,Apartamento,Villa Santos,42,1,1,1,160000000
Riomar,Usado,5,Apartamento,Villa Santos,117,3,2,2,310000000
Riomar,Usado,5,Apartamento,San Vicente,55,1,2,1,245000000
Riomar,Usado,5,Apartamento,Villa Santos,119,3,3,1,400000000
Riomar,Usado,5,Apartamento,San Vicente,58,1,1,1,200000000
Riomar,Usado,5,Apartamento,San Vicente,40,1,1,1,168000000
Riomar,Usado,5,Apartamento,Villa Santos,63,2,1,1,230000000
Riomar,Usado,5,Apartamento,Villa Santos,71,1,2,1,220000000
Riomar,Usado,5,Apartamento,Villa Santos,50,1,1,1,206000000
Riomar,Usado,5,Casa,Villa Santos,167,3,4,2,580000000
Riomar,Usado,5,Casa,Villa Santos,350,3,3,2,1200000000
Riomar,Usado,5,Apartamento,Villa Santos,96,4,4,1,335000000
Riomar,Usado,5,Apartamento,Villa Santos,215,3,3,4,770000000
Riomar,Usado,5,Apartamento,Villa Santos,142,3,4,2,580000000
Riomar,Usado,5,Apartamento,Villa Santos,68,2,2,1,270000000
Riomar,Usado,5,Casa,Villa Santos,120,3,2,1,430000000
Riomar,Usado,5,Apartamento,Villa Santos,90,3,2,1,370000000
Riomar,Usado,5,Casa,Villa Santos,306,4,5,4,919000000
Riomar,Usado,5,Apartamento,Villa Santos,112,3,3,1,260000000
Riomar,Usado,5,Casa,Villa Santos,148,4,3,1,580000000
Riomar,Usado,5,Casa,Villa Santos,147,0,0,0,580000000
Riomar,Usado,5,Apartamento,Villa Santos,87,2,2,1,325000000
Riomar,Inmobiliaria,5,Casa,Villa Santos,163,3,3,1,630000000
Riomar,Usado,5,Casa,Villa Santos,240,3,3,2,430000000
Riomar,Usado,5,Casa,Villa Santos,156,3,3,1,450000000
Riomar,Usado,5,Casa,Villa Santos,167,3,5,2,580000000
Riomar,Usado,5,Apartamento,Villa Santos,117,3,3,2,460000000
Riomar,Usado,5,Apartamento,Villa Santos,121,3,2,1,380000000
Riomar,Usado,5,Casa,Villa Santos,240,3,4,2,480000000
Riomar,Usado,5,Apartamento,Villa Santos,120,3,2,1,360000000
Riomar,Usado,5,Apartamento,Altos de Riomar,112,4,3,1,430000000
Riomar,Usado,5,Apartamento,Villa Santos,198,3,4,1,715000000
Riomar,Usado,5,Apartamento,Villa Santos,96,3,3,1,335000000
Riomar,Usado,5,Casa,Santa Mónica,220,4,4,2,630000000
Riomar,Usado,5,Apartamento,Santa Mónica,137,3,3,1,225000000
Riomar,Inmobiliaria,5,Casa,Villa Santos,370,5,4,2,850000000
Riomar,Usado,5,Apartamento,Villa Santos,167,3,4,1,350000000
Riomar,Usado,5,Apartamento,Villa Santos,75,2,2,1,285000000
Riomar,Usado,5,Apartamento,Villa Santos,20,3,3,2,679450000
Riomar,Usado,5,Apartamento,Villa Santos,87,3,2,1,350000000
Riomar,Usado,5,Apartamento,Altos de Riomar,108,3,2,1,450000000
Riomar,Usado,5,Apartamento,Santa Mónica,112,4,2,1,390000000
Riomar,Usado,5,Apartamento,Villa Santos,128,3,5,2,520000000
Riomar,Usado,5,Apartamento,Altos de Riomar,88,2,1,2,240000000
Riomar,Usado,5,Casa,Villa Santos,96,3,3,1,580000000
Riomar,Usado,5,Apartamento,Villa Santos,118,3,3,1,480000000
Riomar,Usado,5,Casa,Villa Santos,450,4,2,2,700000000
Riomar,Usado,5,Casa,Altos de Riomar,166,4,4,2,850000000
Riomar,Usado,5,Apartamento,Villa Santos,70,2,2,1,300000000
Riomar,Usado,5,Apartamento,Villa Santos,106,3,2,1,240000000
Riomar,Usado,5,Casa,Altos de Riomar,196,4,4,1,800000000
Riomar,Usado,5,Casa,Villa Santos,225,3,4,2,730000000
Riomar,Usado,5,Apartamento,Altos de Riomar,95,3,2,1,300000000
Riomar,Usado,5,Apartamento,Villa Santos,71,2,2,1,235000000
Riomar,Usado,5,Casa,Villa Santos,200,4,2,0,530000000
Riomar,Usado,5,Apartamento,Villa Santos,93,2,3,1,370000000
Riomar,Usado,5,Apartamento,Villa Santos,65,2,2,1,310000000
Riomar,Usado,5,Apartamento,Villa Santos,71,2,2,1,285600000
Riomar,Usado,5,Apartamento,Villa Santos,86,3,2,1,303000000
Riomar,Usado,5,Casa,Villa Santos,245,4,3,2,480000000
Riomar,Usado,5,Apartamento,Villa Santos,112,3,2,1,290000000
Riomar,Usado,5,Casa,Villa Santos,405,3,4,4,1300000000
Riomar,Usado,5,Casa,Altos de Riomar,140,3,2,1,410000000
Riomar,Usado,5,Apartamento,Villa Santos,95,2,4,1,410000000
Riomar,Usado,5,Casa,Altos de Riomar,120,3,3,1,350000000
Riomar,Usado,5,Casa,Santa Mónica,250,3,3,2,950000000
Riomar,Usado,5,Casa,Villa Santos,600,5,8,4,1600000000
Riomar,Usado,5,Apartamento,Villa Santos,112,2,2,1,452000000
Riomar,Usado,5,Casa,Villa Santos,252,6,4,4,550000000
Riomar,Usado,5,Apartamento,Santa Mónica,97,3,2,1,225000000
Riomar,Usado,5,Apartamento,Villa Santos,177,3,3,2,731644000
Riomar,Usado,5,Apartamento,Villa Santos,90,3,2,1,290000000
Riomar,Usado,5,Apartamento,Villa Santos,120,3,3,1,340000000
Riomar,Usado,5,Casa,Villa Santos,150,4,2,1,550000000
Riomar,Usado,5,Apartamento,Villa Santos,121,3,4,1,470000000
Norte-Centro Histórico,Usado,5,Casa,El Tabor,490,4,3,2,880000000
Riomar,Usado,5,Casa,Villa Santos,250,4,2,2,480000000
Riomar,Usado,5,Apartamento,Villa Santos,98,2,2,1,389900000
Riomar,Usado,5,Apartamento,Villa Santos,80,2,3,1,390000000
Norte-Centro Histórico,Usado,5,Casa,El Tabor,500,5,4,1,1100000000
Riomar,Usado,5,Casa,Villa Santos,278,4,4,2,1200000000
Norte-Centro Histórico,Usado,5,Casa,El Tabor,315,5,5,3,940000000
Riomar,Usado,5,Apartamento,Villa Santos,128,3,3,1,495000000
Riomar,Usado,5,Apartamento,Altos de Riomar,126,3,2,1,345000000
Riomar,Usado,5,Casa,Villa Santos,231,4,2,1,480000000
Riomar,Usado,5,Casa,Villa Santos,700,4,4,8,2500000000
Riomar,Usado,5,Casa,Santa Mónica,346,6,4,2,1050000000
Riomar,Usado,5,Casa,Villa Santos,125,3,3,1,450000000
Riomar,Usado,5,Apartamento,Villa Santos,106,3,2,1,368000000
Riomar,Usado,5,Apartamento,Villa Santos,76,2,2,2,281200000
Riomar,Usado,5,Casa,Villa Santos,140,3,3,1,450000000
Riomar,Usado,5,Casa,Villa Santos,150,3,3,1,680000000
Riomar,Inmobiliaria,5,Apartamento,Villa Santos,65,2,2,1,320000000
Riomar,Usado,5,Apartamento,Altos de Riomar,138,3,3,1,592000000
Riomar,Usado,5,Apartamento,Altos de Riomar,196,0,0,0,340000000
Riomar,Usado,5,Casa,Villa Santos,240,4,5,2,900000000
Riomar,Usado,5,Casa,Villa Santos,382,3,5,4,1257000000
Riomar,Usado,5,Apartamento,Villa Santos,259,3,4,2,570000000
Norte-Centro Histórico,Usado,5,Apartamento,El Prado,182,3,2,1,430000000
Riomar,Usado,5,Apartamento,Villa Santos,107,3,3,1,295000000
Riomar,Usado,5,Apartamento,Santa Mónica,103,3,2,1,520000000
Riomar,Usado,5,Apartamento,Villa Santos,140,3,4,2,585000000
Riomar,Usado,5,Apartamento,Villa Santos,121,3,4,1,460000000
Riomar,Usado,5,Apartamento,San Vicente,54,1,1,1,130000000
Riomar,Usado,5,Apartamento,Villa Santos,177,3,5,2,740329000
Riomar,Usado,5,Apartamento,Villa Santos,96,3,3,1,370000000
Riomar,Usado,5,Apartamento,Altos de Riomar,177,3,4,0,750000000
Riomar,Usado,5,Apartamento,Altos de Riomar,165,3,2,2,500000000
Riomar,Usado,5,Apartamento,Villa Santos,109,3,4,2,435000000
Riomar,Usado,5,Apartamento,Altos de Riomar,156,3,3,2,430000000
Riomar,Usado,5,Apartamento,Altos de Riomar,260,3,3,2,550000000
Riomar,Usado,5,Apartamento,Villa Santos,71,2,2,1,260000000
Riomar,Usado,5,Apartamento,Villa Santos,438,5,6,2,2500000000
Riomar,Usado,5,Apartamento,Villa Santos,155,3,4,2,540000000
Riomar,Usado,5,Apartamento,Villa Santos,104,3,2,1,300000000
Riomar,Usado,5,Apartamento,Villa Santos,110,3,3,2,430000000
Riomar,Usado,5,Apartamento,Villa Santos,108,3,3,1,397000000
Riomar,Usado,5,Apartamento,Santa Mónica,105,2,3,1,320000000
Riomar,Usado,5,Apartamento,Altos de Riomar,156,3,2,2,350000000
Riomar,Usado,5,Apartamento,Villa Santos,167,3,2,1,350000000
Riomar,Usado,5,Apartamento,Villa Santos,138,3,3,1,520000000
Riomar,Usado,5,Apartamento,Villa Santos,106,3,2,1,380000000
Riomar,Usado,5,Apartamento,Villa Santos,93,2,2,1,259000000
Riomar,Usado,5,Apartamento,Villa Santos,212,3,4,2,735000000
Riomar,Usado,5,Apartamento,Villa Santos,85,3,2,1,310000000
Riomar,Usado,5,Apartamento,Altos de Riomar,174,3,3,2,360000000
Riomar,Usado,5,Apartamento,Villa Santos,120,3,3,1,420000000
Riomar,Usado,5,Apartamento,Villa Santos,74,2,2,1,285000000
Riomar,Usado,5,Apartamento,Villa Santos,146,3,4,2,645000000
Riomar,Usado,5,Apartamento,Villa Santos,94,2,3,1,365000000
Riomar,Inmobiliaria,5,Apartamento,Villa Santos,151,3,5,1,440000000
Riomar,Usado,5,Apartamento,Altos de Riomar,105,3,0,0,250000000
Riomar,Usado,5,Apartamento,San Vicente,87,3,2,2,320000000
Riomar,Usado,5,Apartamento,Villa Santos,123,2,2,1,315000000
Riomar,Usado,5,Apartamento,Villa Santos,160,3,2,2,400000000
Riomar,Usado,5,Apartamento,Villa Santos,122,2,3,1,385000000
Riomar,Usado,5,Apartamento,Santa Mónica,130,2,2,1,320000000
Riomar,Usado,5,Apartamento,Altos de Riomar,145,3,3,2,590000000
Riomar,Usado,5,Apartamento,Altos de Riomar,149,3,4,2,740000000
Riomar,Usado,5,Apartamento,Villa Santos,88,2,3,1,360000000
Riomar,Usado,5,Apartamento,Villa Santos,66,2,2,1,295000000
Riomar,Usado,5,Apartamento,Santa Mónica,124,3,4,3,610000000
Riomar,Usado,5,Apartamento,Altos de Riomar,114,3,3,1,280000000
Riomar,Usado,5,Apartamento,Villa Santos,119,3,3,1,420000000
Riomar,Usado,5,Apartamento,Villa Santos,106,3,2,1,380000000
Riomar,Usado,5,Apartamento,Villa Santos,189,3,4,2,709685200
Riomar,Usado,5,Apartamento,Altos de Riomar,154,3,3,2,420000000
Riomar,Usado,5,Apartamento,Altos de Riomar,110,3,2,1,289000000
Riomar,Usado,5,Apartamento,Altos de Riomar,172,3,2,1,340000000
Riomar,Usado,5,Apartamento,Villa Santos,117,4,2,1,380000000
Riomar,Usado,5,Apartamento,Villa Santos,86,2,5,1,354000000
Riomar,Usado,5,Apartamento,Villa Santos,105,3,3,0,450000000
Riomar,Usado,5,Apartamento,Altos de Riomar,112,3,2,1,215000000
Riomar,Usado,5,Apartamento,Villa Santos,209,4,6,2,950000000
Riomar,Usado,5,Apartamento,Villa Santos,66,2,2,2,245000000
Riomar,Usado,5,Apartamento,Altos de Riomar,108,3,2,1,285000000
Riomar,Usado,5,Apartamento,Villa Santos,238,3,2,1,490000000
Riomar,Usado,5,Apartamento,Villa Santos,94,3,2,1,320000000
Riomar,Usado,5,Apartamento,Villa Santos,96,3,2,1,345000000
Riomar,Usado,5,Apartamento,Altos de Riomar,80,2,2,1,205000000
Riomar,Usado,5,Apartamento,San Vicente,121,3,4,1,300000000
Riomar,Usado,5,Apartamento,Villa Santos,122,3,2,1,300000000
Riomar,Usado,5,Apartamento,Altos de Riomar,112,3,2,1,360000000
Riomar,Usado,5,Apartamento,Altos de Riomar,130,3,2,1,310000000
Riomar,Usado,5,Apartamento,San Vicente,122,3,3,1,350000000
Riomar,Usado,5,Casa,Villa Santos,182,3,4,1,850000000
Riomar,Usado,5,Apartamento,Altos de Riomar,148,3,3,2,360000000
Riomar,Usado,5,Apartamento,Villa Santos,210,3,5,2,670000000
Norte-Centro Histórico,Usado,5,Apartamento,Los Alpes,84,2,2,1,340800000
Riomar,Usado,5,Apartamento,Villa Santos,85,2,2,1,380000000
Riomar,Usado,5,Casa,Villa Santos,148,3,3,2,580000000
Riomar,Usado,5,Apartamento,Altos de Riomar,117,3,3,2,450000000
Riomar,Usado,5,Apartamento,Villa Santos,138,3,3,2,515000000
Riomar,Usado,5,Apartamento,Villa Santos,280,4,5,3,680000000
Riomar,Usado,5,Casa,El Limoncito,368,3,3,1,1100000000
Riomar,Usado,5,Apartamento,Altos del Prado,165,3,3,2,520000000
Riomar,Usado,5,Apartamento,Altos del Limón,89,2,2,1,311000000
Riomar,Usado,5,Apartamento,Altos del Limón,119,3,3,1,260000000
Riomar,Usado,5,Apartamento,Altos del Limón,120,3,2,1,460000000
Riomar,Usado,5,Apartamento,Altos del Limón,136,3,2,2,450000000
Riomar,Usado,5,Apartamento,Altos del Limón,150,3,3,2,620000000
Riomar,Usado,5,Casa,Altos del Limón,149,3,3,0,680000000
Riomar,Usado,5,Apartamento,Altos del Limón,136,3,4,1,530000000
Riomar,Usado,5,Apartamento,Altos de Riomar,131,3,2,2,380000000
Riomar,Usado,5,Casa,Villa Santos,305,3,2,1,900000000
Riomar,Usado,5,Apartamento,Riomar,139,3,3,2,585000000
Riomar,Usado,5,Apartamento,Villa Carolina,71,3,2,1,260000000
Riomar,Usado,5,Apartamento,Altos del Prado,60,1,1,1,320000000
Riomar,Usado,5,Apartamento,Riomar,70,1,2,1,340000000
Riomar,Usado,5,Apartamento,Riomar,96,2,3,1,432000000
Riomar,Usado,5,Apartamento,Villa Carolina,71,2,2,1,290000000
Riomar,Usado,5,Apartamento,Villa Santos,108,3,3,1,420000000
Riomar,Usado,5,Apartamento,Villa Santos,70,2,3,1,270000000
Riomar,Usado,5,Apartamento,Riomar,67,2,2,1,251000000
Riomar,Usado,5,Apartamento,Villa Santos,112,3,2,1,410000000
Riomar,Usado,5,Apartamento,Villa Santos,106,3,2,1,368000000
Riomar,Usado,5,Casa,Villa Santos,160,3,3,2,420000000
Riomar,Usado,5,Casa,San Vicente,675,3,3,9,2400000000
Riomar,Usado,5,Casa,Villa Santos,280,6,4,2,850000000
Riomar,Usado,5,Casa,Santa Mónica,331,4,2,2,790000000
Riomar,Usado,5,Apartamento,Villa Santos,96,3,3,1,370000000
Riomar,Usado,5,Apartamento,Villa Santos,96,3,3,1,370000000
Riomar,Usado,5,Apartamento,Villa Santos,97,3,3,1,357500000
Riomar,Usado,5,Apartamento,Villa Santos,180,3,5,1,430000000
Riomar,Usado,5,Casa,Villa Santos,565,3,5,0,990000000
Riomar,Usado,5,Casa,Altos de Riomar,225,5,4,1,395000000
Riomar,Usado,5,Casa,Villa Santos,360,4,3,4,1240000000
Norte-Centro Histórico,Usado,5,Casa,El Prado,245,3,2,0,1300000000
Riomar,Usado,5,Apartamento,Villa Santos,96,4,4,1,339000000
Riomar,Usado,5,Apartamento,Villa Santos,172,4,4,2,870000000
Riomar,Usado,5,Apartamento,Villa Santos,106,3,2,1,375000000
Riomar,Usado,5,Apartamento,Altos de Riomar,148,4,5,1,420000000
Riomar,Usado,5,Apartamento,Villa Santos,135,3,3,2,389000000
Riomar,Usado,5,Apartamento,Altos de Riomar,107,3,2,1,250000000
Riomar,Usado,5,Casa,Altos de Riomar,500,6,6,4,1500000000
Riomar,Usado,5,Apartamento,Villa Santos,96,3,3,1,365000000
Riomar,Usado,5,Apartamento,Villa Santos,121,3,2,1,500000000
Riomar,Usado,5,Casa,Villa Santos,238,3,4,2,630000000
Riomar,Usado,5,Apartamento,Altos de Riomar,130,3,2,1,270000000
Riomar,Usado,5,Apartamento,Villa Santos,136,3,3,2,550000000
Riomar,Inmobiliaria,5,Apartamento,Villa Santos,218,3,4,2,1250000000
Riomar,Usado,5,Apartamento,Altos de Riomar,208,3,2,0,630000000
Riomar,Usado,5,Casa,Villa Santos,130,3,3,2,530000000
Riomar,Usado,5,Casa,Villa Santos,210,4,4,2,515000000
Norte-Centro Histórico,Usado,5,Casa,Los Alpes,142,3,4,1,410000000
Riomar,Usado,5,Casa,Altos de Riomar,161,3,3,2,550000000
Norte-Centro Histórico,Usado,5,Casa,El Prado,216,5,4,1,850000000
Riomar,Usado,5,Apartamento,Villa Santos,95,2,3,1,380000000
Riomar,Usado,5,Apartamento,Villa Santos,177,3,3,2,709685200
Riomar,Usado,5,Apartamento,Villa Santos,49,1,1,1,210000000
Riomar,Usado,5,Apartamento,Altos de Riomar,55,2,2,1,362000000
Riomar,Usado,5,Apartamento,Altos de Riomar,110,3,2,1,295000000
Riomar,Usado,5,Apartamento,San Vicente,122,3,3,2,310000000
Riomar,Usado,5,Apartamento,Villa Santos,70,2,3,1,270000000
Riomar,Usado,5,Apartamento,Villa Santos,45,0,0,0,245000000
Riomar,Usado,5,Apartamento,Altos de Riomar,80,3,2,1,210000000
Riomar,Usado,5,Apartamento,Villa Santos,140,3,4,2,590000000
Riomar,Usado,5,Apartamento,Villa Santos,76,2,2,2,281200000
Riomar,Usado,5,Apartamento,Villa Santos,74,2,3,1,390000000
Riomar,Usado,5,Apartamento,Villa Santos,68,2,1,1,260000000
Riomar,Usado,5,Apartamento,Villa Santos,85,2,2,2,340000000
Riomar,Usado,5,Apartamento,San Vicente,200,2,3,2,650000000
Riomar,Usado,5,Apartamento,Altos de Riomar,145,5,4,1,425000000
Riomar,Usado,5,Apartamento,Villa Santos,145,3,3,2,540000000
Riomar,Usado,5,Apartamento,Villa Santos,133,3,2,2,595000000
Riomar,Usado,5,Apartamento,Altos de Riomar,162,3,5,2,700000000
Riomar,Usado,5,Apartamento,Altos de Riomar,165,3,3,1,370000000
Riomar,Usado,5,Apartamento,Altos de Riomar,216,4,4,2,650000000
Riomar,Usado,5,Apartamento,Villa Santos,158,4,3,2,449650000
Riomar,Usado,5,Apartamento,Villa Santos,115,4,3,2,320000000
Riomar,Usado,5,Apartamento,Villa Santos,137,3,2,2,450000000
Riomar,Usado,5,Apartamento,Villa Santos,96,3,3,1,340000000
Riomar,Usado,5,Apartamento,Villa Santos,160,3,3,2,679450000
Riomar,Usado,5,Apartamento,San Vicente,66,2,2,2,250000000
Riomar,Usado,5,Apartamento,Villa Santos,62,2,2,1,300000000
Riomar,Usado,5,Apartamento,Villa Santos,97,3,2,1,280000000
Riomar,Usado,5,Apartamento,Altos de Riomar,108,3,2,1,310000000
Riomar,Usado,5,Apartamento,Villa Santos,141,3,4,0,520000000
Riomar,Usado,5,Apartamento,Villa Santos,146,3,3,2,580000000
Riomar,Usado,5,Apartamento,Villa Santos,94,3,2,1,320000000
Riomar,Usado,5,Casa,Altos de Riomar,260,3,2,2,850000000
Riomar,Usado,5,Apartamento,Altos de Riomar,114,3,2,1,285000000
Riomar,Usado,5,Apartamento,Altos de Riomar,150,3,2,1,370000000
Riomar,Usado,5,Apartamento,San Vicente,147,3,2,1,390000000
Riomar,Inmobiliaria,5,Apartamento,San Vicente,69,2,2,1,350000000
Riomar,Usado,5,Apartamento,Villa Santos,122,2,3,2,380000000
Riomar,Usado,5,Apartamento,Villa Santos,123,3,2,1,390000000
Riomar,Usado,5,Apartamento,Villa Santos,71,2,2,1,330000000
Riomar,Usado,5,Apartamento,San Vicente,135,3,2,3,347000000
Riomar,Usado,5,Apartamento,Villa Santos,155,4,5,2,540000000
Riomar,Usado,5,Apartamento,Villa Santos,116,3,2,1,410000000
Riomar,Usado,5,Apartamento,Villa Santos,86,2,3,1,321086000
Riomar,Usado,5,Apartamento,Villa Santos,128,3,3,0,505000000
Riomar,Usado,5,Apartamento,Villa Santos,103,3,3,1,455000000
Riomar,Usado,5,Apartamento,San Vicente,68,2,2,1,200000000
Riomar,Usado,5,Apartamento,Villa Santos,80,3,2,1,250000000
Riomar,Usado,5,Apartamento,Villa Santos,116,3,2,3,340000000
Riomar,Usado,5,Apartamento,Villa Santos,138,3,4,1,375000000
Riomar,Usado,5,Apartamento,Villa Santos,125,3,2,1,490000000
Riomar,Usado,5,Apartamento,Altos de Riomar,128,3,2,1,295000000
Riomar,Usado,5,Apartamento,Altos de Riomar,136,3,3,2,650000000
Riomar,Usado,5,Apartamento,Villa Santos,141,3,3,2,445000000
Riomar,Usado,5,Apartamento,Villa Santos,95,2,2,1,270000000
Riomar,Usado,5,Apartamento,Altos de Riomar,108,3,2,2,320000000
Riomar,Usado,5,Apartamento,Villa Santos,63,2,1,1,235000000
Riomar,Usado,5,Apartamento,Altos de Riomar,120,3,2,1,295000000
Riomar,Usado,5,Apartamento,Villa Santos,99,3,2,1,280000000
Riomar,Usado,5,Apartamento,San Vicente,121,4,4,1,350000000
Riomar,Usado,5,Apartamento,Altos de Riomar,96,3,2,1,280000000
Riomar,Usado,5,Apartamento,Altos de Riomar,116,3,2,0,260000000
Riomar,Usado,5,Apartamento,Altos de Riomar,109,3,2,1,320000000
Riomar,Usado,5,Apartamento,Altos de Riomar,73,2,2,1,210000000
Riomar,Usado,5,Apartamento,Villa Santos,113,3,3,1,310000000
Riomar,Usado,5,Apartamento,San Vicente,150,3,2,2,370000000
Riomar,Usado,5,Apartamento,Villa Santos,90,3,3,1,280000000
Riomar,Usado,5,Apartamento,Villa Santos,263,3,5,3,1050000000
Riomar,Usado,5,Apartamento,Altos de Riomar,154,3,2,1,420000000
Riomar,Usado,5,Apartamento,San Vicente,66,2,2,1,210000000
Riomar,Usado,5,Apartamento,Villa Santos,92,2,2,1,353471000
